종목명,공모주일정,확정공모가,희망공모가,청약경쟁률,주간사,분석
나우아이비캐피탈,2018.09.17~09.18,"8,500","9,500~11,000",64.89:1,신영증권,
하나제약(유가),2018.09.17~09.18,"26,000","24,500~28,000",147.5:1,미래에셋대우,
IBKS스팩10호,2018.09.13~09.14,"2,000","2,000~2,000",200.32:1,아이비케이투자증권,
지티지웰니스,2018.09.12~09.13,"11,000","9,000~9,800",514.16:1,대신증권,
우진아이엔에스(유가),2018.09.05~09.06,"15,000","15,000~17,000",11.17:1,신영증권,
명성티엔에스,2018.09.04~09.05,"20,000","16,100~18,700",804.79:1,KB증권,
삼성스팩2호,2018.09.03~09.04,"2,000","2,000~2,000",20.65:1,"삼성증권,신한금융투자",
디지캡,2018.08.28~08.29,"12,000","8,500~10,500",931.79:1,KB증권,
대신밸런스스팩5호,2018.08.21~08.22,"2,000","2,000~2,000",93.50:1,대신증권,
액트로,2018.08.16~08.17,"20,000","20,000~24,000",545.42:1,키움증권,
에이피티씨,2018.08.13~08.14,"9,000","11,500~13,000",22.69:1,대신증권,
오파스넷,2018.08.13~08.14,"11,000","8,500~9,700",1401.36:1,교보증권,
바이오솔루션,2018.08.09~08.10,"29,000","24,000~29,000",302.62:1,한국투자증권,
대유,2018.08.01~08.02,"9,000","8,900~10,000",11.65:1,KB증권,
에스에스알,2018.07.26~07.27,"9,000","6,600~7,500",1231.66:1,하나금융투자,
디아이티,2018.07.25~07.26,"10,000","9,400~10,400",11.10:1,삼성증권,
휴네시온,2018.07.25~07.26,"10,000","8,700~10,000",827.74:1,NH투자증권,
신한알파리츠(유가),2018.07.25~07.27,"5,000","5,000~5,000",4.32:1,신한금융투자,
티웨이항공(유가),2018.07.23~07.24,"12,000","14,600~16,700",1.15:1,"신한금융투자,대신증권,하나금융투자",
한국유니온제약,2018.07.17~07.18,"18,000","13,500~16,000",1015.13:1,DB금융투자,
롯데정보통신(유가),2018.07.17~07.18,"29,800","28,300~33,800",34.22:1,"미래에셋대우,신한금융투자,케이비증권,하나금융투자",
엠코르셋,2018.07.12~07.13,"11,500","10,100~11,500",51.47:1,대신증권,
IBKS스팩9호,2018.07.11~07.12,"2,000","2,000~2,000",,아이비케이투자증권,
올릭스,2018.07.09~07.10,"36,000","26,000~30,000",847.09:1,NH투자증권,
아이큐어,2018.07.04~07.05,"65,000","44,000~55,000",331.42:1,키움증권,
에스브이인베스트먼트,2018.06.27~06.28,"7,000","5,600~6,300",974.23:1,미래에셋대우,
이원다이애그노믹스,2018.06.18~06.19,"6,500","4,700~5,700",810.33:1,"SK증권,삼성증권,하나금융투자",
이리츠코크렙기업(유가),2018.06.12~06.15,"5,000","4,800~5,200",0.45:1,"NH투자증권,신영증권,이베스트투자증권,KB증권",
파워넷,2018.05.29~05.30,"6,500","5,500~6,500",1144:1,DB금융투자,
하나금융스팩11호,2018.05.29~05.30,"2,000","2,000~2,000",0.36:1,하나금융투자,
현대사료,2018.05.23~05.24,"6,600","5,700~6,600",1690:1,신한금융투자,
세종메디칼,2018.05.18~05.21,"15,000","10,800~13,700",922.71:1,한국투자증권,
제노레이,2018.05.16~05.17,"23,000","17,500~20,500",1028.72:1,한국투자증권,
한국스팩7호,2018.05.02~05.03,"2,000","2,000~2,000",0.16:1,한국투자증권,
유안타스팩3호,2018.04.25~04.26,"2,000","2,000~2,000",0.13:1,유안타증권,
제이티씨(JTC),2018.03.26~03.27,"8,500","6,200~7,600",465.63:1,삼성증권,
대신밸런스스팩3호,2018.03.26~03.27,"2,000","2,000~2,000",0.15:1,대신증권,
케어랩스,2018.03.19~03.20,"20,000","15,000~18,000",886.14:1,한국투자증권,
애경산업(유가),2018.03.13~03.14,"29,100","29,100~34,100",6.73:1,"대신증권,NH투자증권,신한금융투자,하나금융투자",
린드먼아시아인베스트먼트,2018.03.05~03.06,"6,500","5,000~5,500",1039.51:1,키움증권,
에코마이스터,2018.03.05~03.06,"5,200","6,000~8,500",213.78:1,"대신증권,한화투자증권",
엔지켐생명과학,2018.02.08~02.09,"56,000","45,000~70,000",342.31:1,한국투자증권,
오스테오닉,2018.02.08~02.09,"7,700","5,800~7,500",998.83:1,키움증권㈜,
동구바이오제약,2018.02.05~02.06,"16,000","12,000~14,500",836.67:1,NH투자증권,
알리코제약,2018.02.01~02.02,"12,000","10,000~13,000",697.30:1,아이비케이투자증권,
아시아종묘,2018.02.01~02.02,"4,500","4,200~5,200",243.2:1,"대신증권,KTB증권",
카페24,2018.01.30~01.31,"57,000","43,000~57,000",731.58:1,"미래에셋대우,유안타증권,한화투자증권",
링크제니시스,2018.01.25~01.26,"30,000","22,000~25,000",1184.36:1,하나금융투자,
배럴,2018.01.22~01.23,"9,500","8,000~9,500",369.78:1,하나금융투자,
에스지이,2018.01.18~01.19,"6,000","6,300~7,200",0.44:1,"대신증권,KTB투자증권",
씨앤지하이테크,2018.01.16~01.17,"16,000","16,000~20,000",625.64:1,신한금융투자,
시스웍,2017.12.14~12.15,"2,800","3,300~3,900",830.31:1,하나금융투자,
한국스팩6호,2017.12.13~12.14,"2,000","2,000~2,000",0.05:1,한국투자증권,
디바이스이엔지,2017.12.11~12.12,"12,000","15,500~17,500",2.38:1,한국투자증권,
동부스팩5호,2017.11.30~12.01,"2,000","2,000~2,000",0.12:1,DB금융투자,
진에어(유가),2017.11.29~11.30,"31,800","26,800~31,800",134.05:1,"미래에셋대우,삼성증권,케이비증권,한국투자증권,NH투자증권",
동양피스톤(유가),2017.11.28~11.29,"5,700","5,700~7,300",20.36:1,"아이비케이투자증권,대신증권",
메카로,2017.11.27~11.28,"33,000","25,000~30,000",664.69:1,한국투자증권,
씨티케이코스메틱스,2017.11.27~11.28,"55,000","46,000~55,000",145.75:1,"미래에셋대우,신영증권",
대원,2017.11.23~11.24,"15,000","13,000~15,000",460.24:1,"신한금융투자,미래에셋대우",
에스트래픽,2017.11.23~11.24,"10,000","8,000~10,000",1128.18:1,미래에셋대우,
체리부로,2017.11.22~11.23,"4,700","4,300~4,700",616.60:1,"미래에셋대우,케이비증권,케이티비투자증권",
비즈니스온커뮤니케이션,2017.11.21~11.22,"9,000","8,100~9,000",1075.91:1,케이비증권,
삼양패키징(유가),2017.11.20~11.21,"26,000","26,000~30,000",2.74:1,한국투자증권,
한화에이스스팩4호,2017.11.16~11.17,"2,000","2,000~2,000",0.73:1,한화투자증권,
스튜디오드래곤,2017.11.16~11.17,"35,000","30,900~35,000",320.11:1,"미래에셋대우,하나금융투자",
IBKS스팩7호,2017.11.02~11.03,"2,000","2,000~2,000",79.91:1,아이비케이투자증권,
비디아이,2017.10.30~10.31,"10,000","9,500~12,000",1239.8:1,신영증권,
테이팩스(유가),2017.10.24~10.25,"23,000","23,000~26,000",2.05:1,"케이비증권,신한금융투자",
티슈진,2017.10.23~10.24,"27,000","16,000~27,000",299.53:1,"NH투자증권,한국투자증권,하나금융투자,한화투자증권,이베스트투자증권",
영화테크,2017.10.17~10.18,"12,500","12,500~15,500",1011.76:1,신한금융투자,
세원,2017.10.12~10.13,"5,700","5,200~6,200",640.36:1,현대차투자증권,
신한스팩4호,2017.10.12~10.13,"2,000","2,000~2,000",8.74:1,신한금융투자,
상신전자,2017.09.26~09.27,"13,300","11,600~13,300",1002.23:1,미래에셋대우,
야스,2017.09.21~09.22,"23,500","23,500~26,500",0.52:1,한국투자증권,
IBKS스팩8호,2017.09.21~09.22,"2,000","2,000~2,000",29.90:1,아이비케이투자증권,
에스엔피월드,2017.09.19~09.20,"5,100","4,300~5,100",661.5:1,대신증권,
유티아이,2017.09.18~09.19,"25,000","28,000~33,000",3.44:1,한국투자증권,
신흥에스이씨,2017.09.18~09.19,"16,000","11,000~14,000",731.42:1,삼성증권,
선익시스템,2017.09.11~09.12,"37,000","37,000~44,000",0.73:1,대신증권,
엠플러스,2017.09.11~09.12,"18,000","14,000~16,000","1,003.24:1",키움증권,
샘코,2017.09.07~09.08,"11,000","14,000~18,000",207:1,"한국투자증권,대신증권",
앱클론,2017.09.07~09.08,"10,000","8,000~10,000",799.09:1,NH투자증권,
펄어비스,2017.09.05~09.06,"103,000","80,000~103,000",0.43:1,한국투자증권,
케이피에스,2017.08.28~08.29,"14,000","16,000~20,000",452.96:1,키움증권,
덕우전자,2017.08.17~08.18,"15,500","13,500~15,500",586.43:1,한국투자증권,
하나금융스팩10호,2017.08.10~08.11,"2,000","2,000~2,000",2.43:1,하나금융투자,
이더블유케이,2017.08.09~08.10,"5,000","4,200~5,000",1160.15:1,신영증권,
컬러레이,2017.07.31~08.01,"3,800","3,800~5,800",0.73:1,신한금융투자,
알에스오토메이션,2017.07.31~08.01,"6,000","5,250~6,000",1058.82:1,미래에셋대우,
모트렉스,2017.07.27~07.28,"38,300","31,200~38,300",422.73:1,"미래에셋대우,HMC투자증권",
엔에이치스팩12호,2017.07.27~07.28,"2,000","2,000~2,000",0.43:1,NH투자증권,
지니언스,2017.07.24~07.25,"13,500","12,000~13,500",922.71:1,하나금융투자,
데이타솔루션,2017.07.24~07.25,"3,300","2,700~3,300",733.74:1,미래에셋대우,
디앤씨미디어,2017.07.24~07.25,"20,000","17,000~20,000",563.10:1,키움증권,
셀트리온헬스케어,2017.07.19~07.20,"41,000","32,500~41,000",6.95:1,"미래에셋대우,유비에스증권리미티드,맥쿼리증권,신한금융투자,한화투자증권",
이즈미디어,2017.07.17~07.18,"7,500","7,500~10,000",13.87:1,한국투자증권,
한국스팩5호,2017.07.13~07.14,"2,000","2,000~2,000",6.66:1,한국투자증권,
힘스,2017.07.11~07.12,"20,000","15,500~18,800",795.94:1,"KB증권,SK증권",
아우딘퓨쳐스,2017.07.03~07.04,"26,000","26,000~30,000",2.99:1,하나금융투자,
브이원텍,2017.07.03~07.04,"17,700","15,200~17,700",754.31:1,미래에셋대우,
제일홀딩스,2017.06.19~06.20,"20,700","20,700~22,700",20.67:1,"케이비증권,신한금융투자",
하나금융스팩9호,2017.06.15~06.16,"2,000","2,000~2,000",0.19:1,하나금융투자,
교보스팩7호,2017.06.13~06.14,"2,000","2,000~2,000",0.17:1,교보증권,
한화수성스팩,2017.05.29~05.30,"2,000","2,000~2,000",0.74:1,한화투자증권,
보라티알,2017.05.29~05.30,"14,300","12,500~14,300",1026.34:1,대신증권,
필옵틱스,2017.05.23~05.24,"48,000","41,000~48,000",588.96:1,"신한금융투자,삼성증권",
삼양옵틱스,2017.05.23~05.24,"16,700","16,700~20,600",2.88:1,미래에셋대우,
IBKS스팩6호,2017.05.22~05.23,"2,000","2,000~2,000",0.58:1,아이비케이투자증권,
미래에셋대우스팩1호,2017.05.16~05.17,"2,000","2,000~2,000",86.39:1,미래에셋대우,
ING생명보험(유가),2017.04.27~04.28,"33,000","31,500~40,000",0.82:1,"삼성증권,미래에셋대우,케이비증권",
넷마블게임즈(유가),2017.04.25~04.26,"157,000","121,000~157,000",29.17:1,"NH투자증권,한국투자증권,SK증권",
한화에이스스팩3호,2017.04.20~04.21,"2,000","2,000~2,000",130.07:1,한화투자증권,
엔에이치스팩10호,2017.04.20~04.21,"2,000","2,000~2,000",1.21:1,NH투자증권,
와이엠티,2017.04.18~04.19,"21,000","16,500~18,500",841.57:1,하나금융투자,
하나머티리얼즈,2017.04.18~04.19,"12,000","10,000~12,000",955.33:1,"NH투자증권,대신증권",
케이비스팩11호,2017.04.18~04.19,"2,000","2,000~2,000",0.53:1,케이비증권,
신영스팩3호,2017.03.28~03.29,"2,000","2,000~2,000",61.90:1,신영증권,
이엘피,2017.03.28~03.29,"20,000","17,000~20,000",738.15:1,NH투자증권,
서진시스템,2017.03.16~03.17,"25,000","21,000~25,000",742.06:1,NH투자증권,
코미코,2017.03.14~03.15,"13,000","11,000~13,000",745.44:1,NH투자증권,
아스타,2017.03.09~03.10,"8,000","13,000~18,000",484.52:1,키움증권,
덴티움(유가),2017.03.06~03.07,"32,000","45,000~50,000",364.19:1,NH투자증권,
대신밸런스스팩4호,2017.02.21~02.22,"2,000","2,000~2,000",0.03:1,대신증권,
에스디생명공학,2017.02.20~02.21,"12,000","15,000~18,000",2.38:1,"한국투자증권,신한금융투자,대우증권",
신신제약,2017.02.16~02.17,"4,500","5,900~6,700",72.50:1,케이비증권,
에프엔에스테크,2017.02.16~02.17,"14,000","11,000~13,000",840.67:1,한국투자증권,
모바일어플라이언스,2017.02.16~02.17,"3,500","3,000~3,500",636.77:1,NH투자증권,
신한스팩3호,2017.02.14~02.15,"2,000","2,000~2,000",0.27:1,신한금융투자,
피씨엘,2017.02.13~02.14,"8,000","10,500~13,000",2.01:1,한국투자증권,
호전실업(유가),2017.01.19~01.20,"25,000","30,000~35,000",331.3:1,NH투자증권,
서플러스글로벌,2017.01.17~01.18,"8,000","7,400~9,400",548:1,한국투자증권,
유바이오로직스,2017.01.16~01.17,"6,000","6,000~6,800",10.5:1,한국투자증권,
엔에이치스팩11호,2016.12.19~12.20,"2,000","2,000~2,000",0.34:1,NH투자증권,
퓨전데이타,2016.12.12~12.13,"11,500","10,000~11,500",572.56:1,한국투자증권,
디에스씨인베스트먼트,2016.12.08~12.09,"1,700","2,500~2,800",10.77:1,키움증권,
티에스인베스트먼트,2016.12.07~12.08,"1,300","1,450~1,550",2.02:1,한국투자증권,
마이크로프랜드,2016.12.01~12.02,"7,300","7,300~8,500",1.17:1,키움증권,
코썬바이오,2016.11.30~12.01,"7,000","7,000~9,000",5.78:1,NH투자증권,
애니젠,2016.11.28~11.29,"18,000","22,000~26,000",812.5:1,키움증권,
신라젠,2016.11.28~11.29,"15,000","15,000~18,000",172.52:1,"NH투자증권,하나금융투자,동부증권,메리츠종금증권",
유니온커뮤니티,2016.11.28~11.29,"5,000","4,400~5,000",1.96:1,미래에셋증권,
퓨쳐켐,2016.11.23~11.24,"15,000","19,000~22,000",473.9:1,"NH투자증권,이베스트투자증권",
핸즈코퍼레이션(유가),2016.11.22~11.23,"12,000","12,000~14,000",6.99:1,"케이비투자증권,삼성증권",
IBKS스팩5호,2016.11.22~11.23,"2,000","2,000~2,000",9.4:1,아이비케이투자증권,
엘앤케이바이오,2016.11.21~11.22,"15,000","14,500~18,000",317.14:1,NH투자증권,
뉴파워프라즈마,2016.11.21~11.22,"17,500","15,000~17,000",521.29:1,키움증권,
오션브릿지,2016.11.21~11.22,"6,600","5,400~6,600",1135.44:1,대신증권,
에이치엔티일렉트로닉스,2016.11.17~11.18,"10,000","14,000~16,000",996.23:1,키움증권,
핸디소프트,2016.11.15~11.16,"5,600","4,500~5,600",1170.44:1,케이비투자증권,
두산밥캣(유가),2016.11.08~11.09,"30,000","29,000~33,000",0.29:1,"한국투자증권,신영증권,한화투자증권",
에스케이스팩3호,2016.11.07~11.08,"2,000","2,000~2,000",0.12:1,SK증권,
삼성바이오로직스(유가),2016.11.02~11.03,"136,000","113,000~136,000",45.34:1,"한국투자증권,NH투자증권,삼성증권,신한금융투자,케이비투자증권,하나금융투자",
클리오,2016.10.31~11.01,"41,000","36,400~41,000",5.68:1,NH투자증권,
오가닉티코스메틱,2016.10.26~10.27,"4,000","3,200~3,700",672.42:1,유진투자증권,
로고스바이오시스템스,2016.10.26~10.27,"25,500","22,200~25,500",208.48:1,신한금융투자,
아이비케이에스지엠비스팩,2016.10.24~10.25,"2,000","2,000~2,000",17.51:1,아이비케이투자증권,
인크로스,2016.10.20~10.21,"43,000","38,000~43,000",1047.5:1,신한금융투자,
에이치엘사이언스(구.건강사랑),2016.10.19~10.20,"27,000","23,900~30,700",174:1,"미래에셋대우,케이비투자증권",
코스메카코리아,2016.10.18~10.19,"54,000","48,000~54,000",391.4:1,"삼성증권,이베스트투자증권",
제이더블유생명과학(유가),2016.10.18~10.19,"30,000","27,000~32,500",220.29:1,"케이비투자증권,유안타증권",
그레이트리치과기,2016.10.17~10.18,"5,000","4,000~6,000",7.01:1,NH투자증권,
금세기차륜(골든센츄리),2016.10.10~10.11,"3,500","3,200~4,200",345.4:1,유안타증권,
인텔리안테크놀로지스,2016.10.06~10.07,"19,000","18,000~20,500",744.63:1,한국투자증권,
에이치시티,2016.10.06~10.07,"17,000","19,200~22,500",127.28:1,미래에셋대우,
잉글우드랩,2016.10.04~10.05,"6,000","6,000~7,000",350.46:1,하나금융투자,
앤디포스,2016.10.04~10.05,"14,500","13,000~14,500",524.2:1,미래에셋대우,
수산아이앤티(구.플러스기술),2016.09.29~09.30,"11,500","10,500~11,500",12.97:1,삼성증권,
미투온,2016.09.26~09.27,"3,800","3,800~4,300",1.15:1,미래에셋증권,
화승엔터프라이즈(유가),2016.09.21~09.22,"15,000","14,600~16,500",0.43:1,한국투자증권,
케이비스팩10호,2016.09.20~09.21,"2,000","2,000~2,000",1.25:1,케이비투자증권,
엘에스전선아시아(유가),2016.09.08~09.09,"8,000","10,000~11,500",2.98:1,"한국투자증권,하나금융투자,이베스트투자증권",
유니테크노,2016.09.05~09.06,"10,300","10,300~11,500",1003.29:1,한국투자증권,
모두투어리츠(유가),2016.09.01~09.02,"6,000","6,000~6,000",0.98:1,"교보증권,케이비투자증권",
하나금융스팩8호,2016.08.30~08.31,"2,000","2,000~2,000",0.74:1,하나금융투자,
교보비엔케이스팩,2016.08.29~08.30,"2,000","2,000~2,000",0.38:1,"교보증권,BNK투자증권",
자이글,2016.08.25~08.26,"11,000","20,000~23,000",610.76:1,"하나금융투자,케이비투자증권",
헝셩그룹,2016.08.08~08.09,"3,600","3,400~5,300",0.77:1,신한금융투자,
에코마케팅,2016.07.26~07.27,"35,000","27,000~31,000",1103:1,한국투자증권,
엔지스테크널러지,2016.07.19~07.20,"10,000","8,900~10,000",562.94:1,"교보증권,엘아이지투자증권",
팍스넷,2016.07.19~07.20,"5,200","4,600~5,200",946.51:1,한국투자증권,
두올(유가),2016.07.19~07.20,"8,500","7,500~9,000",2.17:1,"미래에셋증권,HMC투자증권",
우리손에프앤지,2016.07.18~07.19,"2,210","1,935~2,210",638.97:1,미래에셋대우,
옵토팩,2016.07.11~07.12,"5,900","5,000~5,900",371.21:1,아이비케이투자증권,
장원테크,2016.07.07~07.08,"17,500","15,000~17,500",854.49:1,신한금융투자,
대유위니아(구.위니아만도),2016.07.04~07.05,"6,800","6,800~8,300",409.31:1,신영증권,
한국자산신탁(유가),2016.06.30~07.01,"10,300","9,100~10,300",6.65:1,"대신증권,신한금융투자,미래에셋대우",
바이오리더스,2016.06.27~06.28,"15,000","11,000~15,000",1222.58:1,키움증권,
피앤씨테크,2016.06.22~06.23,"10,200","9,000~10,200",679.77:1,케이비투자증권,
로스웰,2016.06.17~06.20,"3,200","2,100~3,200",328.18:1,신한금융투자,
녹십자랩셀,2016.06.15~06.16,"18,500","13,600~15,900","799,76:1","하나금융투자,엘아이지투자증권",
해성디에스(유가),2016.06.15~06.16,"12,000","12,000~15,000",158.41:1,NH투자증권,
에스티팜,2016.06.15~06.16,"29,000","24,000~27,000",236.85:1,"유진투자증권,한국투자증권",
한국스팩4호,2016.06.13~06.14,"2,000","2,000~2,000",0.37:1,한국투자증권,
알엔투테크놀로지,2016.06.13~06.14,"5,800","5,100~5,800","1,442.55:1",하나금융투자,
미래에셋스팩5호,2016.05.30~05.31,"2,000","2,000~2,000",3.73:1,미래에셋증권,
용평리조트(유가),2016.05.17~05.18,"7,000","8,100~9,200",291.1:1,"대우증권,대신증권",
해태제과식품(유가),2016.04.27~04.28,"15,100","12,300~15,100",264.9:1,"NH투자증권,삼성증권",
레이언스,2016.03.30~03.31,"25,000","22,000~25,000",328.14:1,대신증권,
씨엠에스에듀,2016.03.29~03.30,"23,200","19,000~23,200",185.81:1,"삼성증권,유안타증권",
동양파일,2016.03.28~03.29,"10,000","10,000~11,600",2.03:1,대신증권,
대림씨엔에스(유가),2016.03.21~03.22,"27,700","23,500~27,700",25.5:1,대우증권,
팬젠,2016.03.02~03.03,"16,500","12,500~16,500",1073:1,한국투자증권,
에이피위성통신,2016.02.23~02.24,"9,700","8,700~9,700",869.66:1,현대증권,
하이에이아이스팩1호,2016.02.23~02.24,"2,000","2,000~2,000",1.16:1,하이투자증권,
IBKS스팩4호,2016.02.19~02.22,"2,000","2,000~2,000",23.76:1,아이비케이투자증권,
케이비스팩9호,2016.02.18~02.19,"2,000","2,000~2,000",0.24:1,케이비투자증권,
큐리언트,2016.02.18~02.19,"21,000","18,000~21,000",959.28:1,한국투자증권,
안트로젠,2016.02.01~02.02,"24,000","17,000~22,000",1442.55:1,키움증권,
제이에스코퍼레이션(유가),2016.01.26~01.27,"23,000","19,000~23,000",477.76:1,NH투자증권,
아이엠텍,2016.01.26~01.27,"7,500","6,500~7,500",138.9:1,대우증권,
차이나크리스탈신소재,2016.01.21~01.22,"3,000","2,900~4,200",179.54:1,신한금융투자,
유니트론텍,2016.01.21~01.22,"14,000","12,300~14,000",1112.76:1,하나금융투자,
한솔씨앤피,2016.01.19~01.20,"13,000","13,000~16,800",789.84:1,"신한금융투자,케이비투자증권",
코리아오토글라스(유가),2015.12.21~12.22,"11,000","10,500~12,000",430.14:1,NH투자증권,
에스와이패널,2015.12.17~12.18,"5,000","7,000~8,000",363.49:1,미래에셋증권,
잇츠스킨(유가),2015.12.17~12.18,"170,000","208,500~253,000",219.27:1,"대우증권,삼성증권",
육일씨엔에쓰,2015.12.15~12.16,"6,000","6,000~6,700",21.02:1,엘아이지투자증권,
휴젤,2015.12.15~12.16,"150,000","190,000~210,000",91.63:1,"한국투자증권,대우증권,하나금융투자",
코디엠,2015.12.15~12.16,"4,700","4,700~5,800",599.99:1,미래에셋증권,
대신밸런스스팩2호,2015.12.15~12.16,"2,000","2,000~2,000",0.03:1,대신증권,
이에스브이,2015.12.15~12.16,"10,000","13,000~15,000",558.9:1,NH투자증권,
한국맥널티,2015.12.14~12.15,"8,000","10,500~11,500",479.79:1,키움증권,
아진산업,2015.12.14~12.15,"6,500","6,500~7,500",0.47:1,미래에셋증권,
덱스터,2015.12.14~12.15,"14,000","11,000~14,000",500.76:1,NH투자증권,
메가엠디,2015.12.10~12.11,"3,000","3,600~4,600",280.82:1,NH투자증권,
씨트리,2015.12.10~12.11,"6,500","8,300~10,200",199.96:1,신한금융투자,
강스템바이오텍,2015.12.10~12.11,"6,000","8,000~10,000",40.92:1,키움증권,
동부스팩4호,2015.12.09~12.10,"2,000","2,000~2,000",0.7:1,동부증권,
파크시스템스,2015.12.09~12.10,"9,000","9,000~11,000",7.55:1,케이비투자증권,
보광산업,2015.12.09~12.10,"4,000","6,000~7,000",172.98:1,하나금융투자,
예스티,2015.12.08~12.09,"14,500","14,500~18,500",9.8:1,NH투자증권,
하나금융스팩7호,2015.12.07~12.08,"2,000","2,000~2,000",0.86:1,하나금융투자,
뉴트리바이오텍,2015.12.07~12.08,"21,000","21,000~24,000",2.38:1,동부증권,
멕아이씨에스,2015.12.03~12.04,"4,500","7,500~9,000",174.29:1,키움증권,
엔에스,2015.11.24~11.25,"8,000","6,300~7,200",29.5:1,케이비투자증권,
세진중공업(유가),2015.11.19~11.20,"3,500","3,500~3,900",2.29:1,"대우증권,신한금융투자",
미래테크놀로지,2015.11.19~11.20,"16,100","14,300~16,100",1.50:1,현대증권,
하이즈항공,2015.11.12~11.13,"18,000","23,000~26,000",3.08:1,케이비투자증권,
엠지메드,2015.11.11~11.12,"40,000","33,000~40,000",1350.05:1,신한금융투자,
리드,2015.11.11~11.12,"5,100","4,500~5,100",45.64:1,대우증권,
케이디켐,2015.11.10~11.11,"16,000","14,700~17,800",5.46:1,대신증권,
매직마이크로,2015.11.10~11.11,"5,500","5,200~6,400",36.57:1,미래에셋증권,
네오오토,2015.11.09~11.10,"12,000","11,400~12,800",34.44:1,신영증권,
골든브릿지스팩4호,2015.11.09~11.10,"2,000","2,000~2,000",5.07:1,골든브릿지투자증권,
케어젠,2015.11.04~11.05,"110,000","80,000~90,000",263.19:1,현대증권,
아이진,2015.11.04~11.05,"13,500","12,000~13,500",267.72:1,NH투자증권,
나무가,2015.11.03~11.04,"37,000","32,000~37,000",0.91:1,교보증권,
금호에이치티(유가),2015.11.02~11.03,"10,000","12,700~15,700",32.87:1,NH투자증권,
유앤아이,2015.11.02~11.03,"30,000","25,000~30,000",638.25:1,키움증권,
제주항공(유가),2015.10.28~10.29,"30,000","23,000~28,000",448.5:1,NH투자증권,
에이치엠씨스팩3호,2015.10.27~10.28,"2,000","2,000~2,000",34.40:1,HMC투자증권,
더블유게임즈,2015.10.26~10.27,"65,000","51,000~61,000",241.18:1,"한국투자증권,대우증권",
연우,2015.10.22~10.23,"25,200","20,300~25,200",680:1,"대우증권,HMC투자증권",
키움스팩4호,2015.10.20~10.21,"2,000","2,000~2,000",127.04:1,키움증권,
에이티젠,2015.10.14~10.15,"17,000","12,500~14,500",1166.97:1,NH투자증권,
현대드림스팩4호,2015.10.13~10.14,"2,000","2,000~2,000",215.34:1,현대증권,
엑시콘,2015.10.13~10.14,"10,000","13,500~16,500",9.05:1,아이비케이투자증권,
이베스트스팩3호,2015.10.07~10.08,"2,000","2,000~2,000",143.73:1,이베스트투자증권,
IBKS스팩3호,2015.10.01~10.02,"2,000","2,000~2,000",177.89:1,아이비케이투자증권,
에치디프로,2015.10.01~10.02,"8,900","7,800~8,900",843.36:1,대신증권,
엘아이지넥스원(유가),2015.09.22~09.23,"76,000","66,000~76,000",4.74:1,"NH투자증권,한국투자증권",
신영해피투모로우2호스팩,2015.09.22~09.23,"2,000","2,000~2,000",198:1,신영증권,
동부스팩3호,2015.09.21~09.22,"2,000","2,000~2,000",163.23:1,동부증권,
동일제강(유가),2015.09.17~09.18,"3,000","2,700~3,300",789.49:1,NH투자증권,
타이거일렉,2015.09.16~09.17,"6,000","6,000~6,900",241.92:1,한국투자증권,
엔에이치스팩9호,2015.09.15~09.16,"2,000","2,000~2,000",96.5:1,NH투자증권,
아이콘트롤스(유가),2015.09.15~09.16,"32,000","28,000~32,000",280.11:1,"대우증권,신영증권",
제너셈,2015.09.15~09.16,"10,500","9,000~10,500",797.33:1,하나금융투자,
인포마크,2015.09.15~09.16,"14,000","12,000~14,000",381:1,삼성증권,
유진스팩3호,2015.08.31~09.01,"2,000","2,000~2,000",265.32:1,유진투자증권,
한국스팩3호,2015.08.24~08.25,"2,000","2,000~2,000",349.09:1,한국투자증권,
케이티비스팩3호,2015.08.17~08.18,"2,000","2,000~2,000",260:1,KTB투자증권,
교보스팩5호,2015.08.17~08.18,"2,000","2,000~2,000",485.34:1,교보증권,
웹스,2015.08.12~08.13,"7,200","6,500~7,200",1114.21:1,한국투자증권,
현대드림스팩3호,2015.08.12~08.13,"2,000","2,000~2,000",234.75:1,현대증권,
에이제이네트웍스(유가),2015.08.10~08.11,"34,300","30,200~34,300",83.3:1,"한국투자증권,미래에셋증권,신영증권",
교보스팩4호,2015.08.04~08.05,"2,000","2,000~2,000",447.18:1,교보증권,
파인텍,2015.08.04~08.05,"10,500","9,000~10,500",1041.73:1,NH투자증권,
흥국에프엔비,2015.07.29~07.30,"20,000","14,500~17,500",1001.61:1,NH투자증권,
미래에셋스팩4호,2015.07.28~07.29,"2,000","2,000~2,000",190.30:1,미래에셋증권,
케이비스팩8호,2015.07.27~07.28,"2,000","2,000~2,000",221.90:1,케이비투자증권,
칩스앤미디어,2015.07.27~07.28,"10,500","9,300~10,500",82.85:1,한국투자증권,
아시아경제신문사,2015.07.22~07.23,"3,600","3,200~3,600",12.31:1,한국투자증권,
로지시스,2015.07.20~07.21,"2,500","2,000~2,500",396.82:1,삼성증권,
아이쓰리시스템,2015.07.20~07.21,"36,000","28,500~31,500",1506.57:1,키움증권,
엘아이지이에스스팩,2015.07.16~07.17,"2,000","2,000~2,000",30.99:1,엘아이지투자증권,
파마리서치프로덕트,2015.07.15~07.16,"55,000","40,000~47,000",561:1,"NH투자증권,하나대투증권",
